CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,24,outstanding_credit,business,5279,500_to_1000,4_to_7,3,male,none,4,savings_insurance,31,none,free,1,management_self-employed,1,none,yes,No Risk
no_checking,28,credits_paid_to_date,car_used,8516,100_to_500,1_to_4,3,male,none,4,unknown,40,none,own,2,skilled,1,none,yes,Risk
no_checking,8,credits_paid_to_date,car_used,5577,500_to_1000,1_to_4,3,male,none,4,savings_insurance,41,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,2931,greater_1000,greater_7,2,male,none,3,savings_insurance,47,none,own,2,skilled,1,yes,yes,Risk
no_checking,21,credits_paid_to_date,furniture,3396,greater_1000,4_to_7,4,female,none,3,car_other,38,none,own,1,skilled,1,yes,yes,Risk
0_to_200,17,credits_paid_to_date,car_used,3807,less_100,4_to_7,3,male,none,1,savings_insurance,30,none,own,1,skilled,1,yes,yes,No Risk
less_0,8,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
no_checking,38,outstanding_credit,repairs,5668,greater_1000,greater_7,5,male,co-applicant,4,unknown,50,none,own,2,skilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,34,credits_paid_to_date,appliances,7968,100_to_500,greater_7,5,male,none,5,unknown,47,none,free,2,management_self-employed,1,none,yes,Risk
0_to_200,25,credits_paid_to_date,radio_tv,3009,less_100,4_to_7,3,male,none,1,car_other,23,none,own,1,skilled,1,none,yes,Risk
less_0,20,credits_paid_to_date,retraining,2354,less_100,1_to_4,3,female,none,2,real_estate,39,none,own,2,skilled,1,none,yes,No Risk
0_to_200,4,prior_payments_delayed,car_used,1420,less_100,4_to_7,2,female,none,2,car_other,43,none,own,1,skilled,2,none,yes,No Risk
no_checking,33,prior_payments_delayed,radio_tv,4729,500_to_1000,4_to_7,4,female,none,4,car_other,45,none,own,1,skilled,1,yes,no,Risk
0_to_200,4,credits_paid_to_date,car_new,2761,less_100,less_1,1,male,none,1,car_other,29,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,car_used,3810,less_100,1_to_4,3,male,none,4,savings_insurance,34,none,rent,2,management_self-employed,2,none,yes,No Risk
less_0,10,credits_paid_to_date,appliances,818,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,car_used,7523,500_to_1000,4_to_7,3,male,none,3,car_other,42,stores,own,2,unskilled,1,none,yes,No Risk
less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,No Risk
no_checking,35,prior_payments_delayed,appliances,5839,500_to_1000,1_to_4,3,female,guarantor,3,car_other,49,none,free,1,skilled,1,yes,yes,Risk
0_to_200,31,credits_paid_to_date,radio_tv,1098,greater_1000,4_to_7,3,male,none,4,savings_insurance,19,stores,rent,1,unskilled,2,none,yes,Risk
no_checking,25,credits_paid_to_date,furniture,5758,100_to_500,4_to_7,4,female,none,4,unknown,38,none,free,2,management_self-employed,1,none,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,17,prior_payments_delayed,car_used,3715,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,bank,own,1,unemployed,2,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,15,prior_payments_delayed,furniture,5043,500_to_1000,greater_7,2,female,none,3,car_other,44,stores,rent,1,skilled,1,none,yes,Risk
0_to_200,20,prior_payments_delayed,car_used,2113,100_to_500,1_to_4,2,male,none,3,savings_insurance,37,bank,rent,1,unemployed,1,yes,yes,No Risk
no_checking,40,outstanding_credit,repairs,7183,greater_1000,greater_7,4,male,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes,Risk
0_to_200,15,prior_payments_delayed,retraining,2497,less_100,greater_7,4,female,none,3,car_other,24,stores,own,1,skilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,other,7634,500_to_1000,greater_7,5,male,guarantor,4,unknown,65,none,free,2,skilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,33,outstanding_credit,vacation,7786,500_to_1000,greater_7,5,male,co-applicant,5,unknown,47,none,free,2,management_self-employed,2,yes,yes,Risk
0_to_200,35,credits_paid_to_date,education,467,500_to_1000,1_to_4,2,male,co-applicant,3,savings_insurance,29,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,22,prior_payments_delayed,appliances,2596,greater_1000,1_to_4,3,female,none,3,car_other,36,none,own,2,skilled,1,yes,no,Risk
less_0,16,prior_payments_delayed,retraining,250,less_100,less_1,2,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
0_to_200,18,all_credits_paid_back,vacation,1800,500_to_1000,less_1,3,female,none,1,real_estate,25,none,rent,1,skilled,2,none,yes,No Risk
no_checking,32,outstanding_credit,other,5821,500_to_1000,greater_7,4,male,none,2,car_other,37,bank,own,1,unskilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,car_used,6250,unknown,4_to_7,4,male,none,4,car_other,46,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,17,prior_payments_delayed,car_new,1566,100_to_500,4_to_7,3,male,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,appliances,1443,100_to_500,1_to_4,1,male,none,1,savings_insurance,39,none,own,2,skilled,1,none,yes,Risk
no_checking,41,outstanding_credit,appliances,7208,unknown,greater_7,6,male,guarantor,5,unknown,74,stores,own,4,unskilled,2,yes,yes,Risk
no_checking,27,prior_payments_delayed,appliances,4384,100_to_500,1_to_4,4,female,none,2,real_estate,38,none,free,2,skilled,1,yes,yes,No Risk
no_checking,27,prior_payments_delayed,furniture,2202,100_to_500,4_to_7,4,female,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,radio_tv,7046,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,free,2,management_self-employed,1,yes,yes,No Risk
less_0,9,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
no_checking,30,outstanding_credit,repairs,7597,500_to_1000,greater_7,4,male,co-applicant,5,unknown,52,stores,own,2,skilled,1,yes,yes,Risk
no_checking,42,prior_payments_delayed,repairs,2932,greater_1000,greater_7,4,female,none,3,car_other,47,none,own,2,skilled,1,none,yes,Risk
less_0,9,prior_payments_delayed,appliances,1512,less_100,4_to_7,3,female,none,3,car_other,33,none,own,1,skilled,1,none,yes,Risk
0_to_200,6,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,1,savings_insurance,42,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,24,credits_paid_to_date,car_new,3229,100_to_500,4_to_7,3,male,none,4,car_other,30,none,own,1,skilled,1,none,yes,Risk
no_checking,16,prior_payments_delayed,car_used,4817,100_to_500,greater_7,4,male,none,3,car_other,42,none,own,1,skilled,1,none,yes,Risk
no_checking,35,outstanding_credit,furniture,6041,unknown,4_to_7,3,male,none,4,unknown,52,none,own,2,skilled,2,yes,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,41,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,34,prior_payments_delayed,vacation,6981,unknown,greater_7,5,male,none,3,unknown,55,none,free,3,skilled,2,yes,yes,Risk
0_to_200,25,credits_paid_to_date,retraining,2705,greater_1000,less_1,3,male,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,1,female,none,2,savings_insurance,24,none,rent,1,skilled,1,none,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,3303,100_to_500,1_to_4,4,male,none,4,real_estate,46,none,own,2,management_self-employed,1,none,yes,No Risk
